session_id,services,services_str
1778_2025-01-18 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1778_2025-04-24 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1778_2025-07-10 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1778_2025-08-14 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1778_2025-11-09 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1779_2022-12-07 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1779_2023-05-15 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1779_2023-06-09 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1779_2023-06-22 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1779_2023-08-19 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1779_2023-09-20 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1779_2023-09-26 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1779_2024-02-12 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1779_2024-10-03 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1779_2024-12-13 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1779_2024-12-14 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
177_2023-01-23 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
177_2023-03-11 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
177_2023-06-07 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
177_2024-04-06 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
177_2025-01-21 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
177_2025-02-28 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
177_2025-03-12 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
177_2025-11-05 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1780_2023-09-04 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1780_2024-01-01 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1780_2024-01-02 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1780_2024-01-09 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1780_2024-03-07 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1780_2024-07-14 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1780_2024-11-02 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1780_2024-12-08 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1780_2025-03-13 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1780_2025-03-29 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1780_2025-09-18 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1780_2025-10-26 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1781_2023-05-05 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1781_2023-05-12 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1781_2023-05-31 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1781_2023-09-14 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1781_2023-12-14 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1781_2024-03-03 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1781_2024-09-08 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1781_2024-10-03 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1781_2025-03-03 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1782_2022-12-01 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1782_2023-04-08 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1782_2024-03-27 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1782_2025-09-26 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1783_2022-12-18 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1783_2023-08-26 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1783_2024-01-18 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1783_2024-02-14 15:00:00,"[19, 1, 3, 6, 12]","19,1,3,6,12"
1783_2024-03-02 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1783_2024-03-12 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1783_2024-07-26 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1783_2024-09-23 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1783_2024-12-23 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1783_2025-01-20 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1783_2025-04-11 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1784_2023-04-02 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1784_2023-04-16 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1784_2023-08-19 15:00:00,"[20, 17, 6, 9, 18]","20,17,6,9,18"
1784_2024-02-25 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1784_2024-03-28 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1784_2024-06-11 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1784_2024-07-13 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1784_2024-09-20 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1784_2024-09-22 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1784_2024-11-08 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1784_2024-12-01 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1784_2025-11-03 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1785_2023-01-29 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1785_2023-07-03 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1785_2024-06-14 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1785_2024-11-08 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1785_2025-01-29 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1785_2025-04-13 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1785_2025-06-12 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1785_2025-07-05 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1785_2025-07-21 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1786_2022-11-18 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1786_2023-05-19 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1786_2023-06-14 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1786_2023-08-14 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1786_2023-08-18 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1786_2024-06-03 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1786_2025-03-02 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1786_2025-07-14 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1786_2025-10-10 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1786_2025-10-11 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1787_2023-02-10 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1787_2023-05-14 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1787_2024-11-12 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1787_2025-04-20 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1787_2025-04-26 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1787_2025-06-27 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1787_2025-10-27 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1788_2022-12-22 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1788_2023-06-30 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1788_2023-10-18 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1788_2024-01-18 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1788_2024-04-02 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1788_2024-06-12 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1788_2024-06-26 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1788_2025-03-29 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1788_2025-07-12 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1788_2025-08-07 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1788_2025-11-08 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1789_2023-03-30 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1789_2023-10-21 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1789_2024-03-29 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1789_2024-07-28 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1789_2024-09-08 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1789_2024-11-30 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1789_2025-03-05 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1789_2025-03-23 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1789_2025-05-02 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
178_2023-06-17 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
178_2023-12-08 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
178_2023-12-11 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
178_2024-03-27 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
178_2024-06-11 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
178_2024-06-16 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
178_2025-04-28 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
178_2025-06-27 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
178_2025-09-25 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1790_2022-12-18 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1790_2023-03-24 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1790_2023-05-29 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1790_2023-08-05 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1790_2023-10-21 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1790_2023-12-13 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1790_2024-01-10 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1790_2024-02-04 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1790_2024-06-30 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1790_2025-07-28 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1790_2025-10-21 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1791_2023-08-24 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1791_2023-09-22 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1791_2023-11-02 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1791_2024-05-24 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1791_2024-06-18 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1791_2024-11-02 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1791_2024-11-13 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1791_2024-11-30 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1791_2025-01-19 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1791_2025-04-18 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1791_2025-04-24 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1791_2025-09-09 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1791_2025-10-03 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1791_2025-11-04 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1792_2023-01-22 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1792_2023-06-08 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1792_2023-07-01 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1792_2023-08-03 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1792_2023-12-15 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1792_2024-11-21 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1792_2025-03-24 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1793_2023-03-03 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1793_2023-03-12 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1793_2023-11-17 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1793_2024-04-07 15:00:00,"[20, 17, 6, 9, 5]","20,17,6,9,5"
1793_2024-05-13 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1793_2024-07-24 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1793_2024-08-09 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1793_2024-08-26 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1793_2024-10-03 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1793_2025-04-25 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1793_2025-07-20 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1793_2025-08-08 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1794_2022-12-19 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1794_2023-01-28 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1794_2023-02-20 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1794_2023-06-10 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1794_2023-09-13 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1794_2024-02-17 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1794_2024-07-28 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1794_2025-04-05 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1794_2025-06-27 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1795_2022-12-04 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1795_2022-12-13 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1795_2023-03-23 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1795_2023-05-15 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1795_2023-07-04 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1795_2023-09-23 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1795_2023-10-31 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1795_2024-01-11 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1795_2024-03-02 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1795_2024-03-03 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1795_2024-05-04 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1795_2024-07-19 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1795_2024-08-03 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1795_2024-09-04 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1795_2024-09-09 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1795_2025-02-02 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1795_2025-02-21 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1795_2025-03-20 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1795_2025-06-13 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1795_2025-08-29 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1796_2023-09-19 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1796_2023-10-25 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1796_2024-01-15 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1796_2024-05-18 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1796_2024-07-09 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1796_2024-08-10 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1796_2024-09-21 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1796_2024-11-15 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1796_2025-05-01 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1796_2025-05-20 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1796_2025-09-26 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1797_2022-11-15 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1797_2023-04-26 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1797_2023-09-30 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1797_2023-10-29 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1797_2024-04-15 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1797_2024-05-10 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1797_2024-06-02 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1797_2024-07-30 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1797_2024-10-07 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1797_2025-02-11 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1797_2025-04-29 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1797_2025-11-06 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1798_2023-04-22 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1798_2023-05-11 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1798_2023-07-13 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1798_2023-09-13 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1798_2023-11-02 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1798_2024-07-09 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1798_2024-08-20 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1798_2025-01-18 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1798_2025-09-30 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1798_2025-11-02 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1799_2024-01-17 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1799_2024-03-14 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1799_2024-12-16 15:00:00,"[20, 17, 6, 9, 18]","20,17,6,9,18"
1799_2025-02-17 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
179_2023-04-12 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
179_2023-11-06 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
179_2023-11-15 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
179_2024-06-22 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
179_2024-07-04 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
179_2024-07-20 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
179_2024-11-02 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
179_2024-11-23 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
179_2025-01-07 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
179_2025-03-09 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
17_2023-03-28 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
17_2023-04-11 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
17_2023-07-15 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
17_2024-01-24 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
17_2024-05-21 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
17_2024-10-31 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1800_2022-12-09 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1800_2024-09-08 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1800_2024-11-07 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1800_2024-12-12 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1800_2025-05-14 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1800_2025-06-24 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1800_2025-09-11 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1800_2025-09-16 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1801_2023-01-23 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1801_2023-02-25 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1801_2023-04-21 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1801_2023-11-05 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1801_2023-11-29 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1801_2024-01-29 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1801_2024-11-12 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1801_2024-11-24 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1801_2024-12-12 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1801_2025-02-05 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1801_2025-05-08 15:00:00,"[20, 17, 6, 9, 13]","20,17,6,9,13"
1801_2025-06-08 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1802_2023-02-28 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1802_2023-10-30 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1802_2023-12-15 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1802_2024-07-14 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1802_2024-10-10 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1802_2025-01-30 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1802_2025-04-01 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1802_2025-04-16 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1802_2025-04-23 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1802_2025-09-06 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1802_2025-09-17 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1802_2025-10-19 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1803_2023-01-05 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1803_2023-06-28 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1803_2024-02-21 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1803_2024-03-09 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1803_2024-04-01 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1803_2024-05-14 15:00:00,"[20, 17, 6, 9, 18]","20,17,6,9,18"
1803_2024-05-25 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1803_2024-06-14 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1803_2024-08-16 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1803_2025-01-09 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1803_2025-07-07 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1804_2023-09-15 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1804_2023-11-06 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1804_2023-12-18 15:00:00,"[20, 17, 6, 9, 16]","20,17,6,9,16"
1804_2024-04-28 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1805_2022-11-17 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1805_2022-12-21 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1805_2022-12-23 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1805_2024-08-08 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1805_2024-10-19 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1805_2024-12-01 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1805_2025-04-14 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1806_2023-05-23 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1806_2023-07-31 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1806_2023-08-12 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1806_2023-09-24 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1806_2023-11-01 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1806_2023-11-21 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1806_2024-04-11 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1806_2024-07-19 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1806_2025-05-14 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1806_2025-05-20 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1806_2025-06-18 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
