session_id,services
928_0,"[10, 13, 4, 11, 16]"
928_1,"[18, 6, 15, 8, 5]"
928_2,"[5, 18, 2, 8, 1]"
928_3,"[12, 1, 11, 7, 9]"
928_4,"[5, 18, 2, 8, 1]"
928_5,"[14, 1, 11, 2, 18]"
928_6,"[2, 3, 5, 8, 7]"
928_7,"[5, 18, 2, 8, 1]"
928_8,"[15, 18, 17, 6, 16]"
928_9,"[4, 13, 10, 12, 17]"
928_10,"[19, 3, 6, 12, 1]"
928_11,"[13, 10, 1, 4, 18]"
929_0,"[11, 8, 12, 10, 14]"
929_1,"[11, 8, 12, 10, 14]"
929_2,"[9, 17, 12, 13, 15]"
929_3,"[16, 1, 10, 15, 12]"
929_4,"[14, 1, 11, 2, 18]"
929_5,"[11, 8, 12, 10, 14]"
929_6,"[10, 13, 4, 11, 16]"
929_7,"[19, 3, 6, 12, 1]"
929_8,"[15, 18, 17, 6, 16]"
929_9,"[3, 2, 19, 13, 4]"
929_10,"[14, 1, 11, 2, 18]"
929_11,"[8, 11, 18, 5, 2]"
929_12,"[7, 1, 18, 12, 2]"
929_13,"[12, 1, 11, 7, 9]"
929_14,"[4, 13, 10, 12, 17]"
929_15,"[13, 10, 1, 4, 18]"
930_0,"[17, 15, 1, 9, 20]"
930_1,"[14, 1, 11, 2, 18]"
930_2,"[19, 3, 6, 12, 1]"
930_3,"[11, 8, 12, 10, 14]"
930_4,"[16, 1, 10, 15, 12]"
930_5,"[10, 13, 4, 11, 16]"
930_6,"[17, 15, 1, 9, 20]"
931_0,"[7, 1, 18, 12, 2]"
931_1,"[9, 17, 12, 13, 15]"
931_2,"[2, 3, 5, 8, 7]"
931_3,"[9, 17, 12, 13, 15]"
931_4,"[9, 17, 12, 13, 15]"
931_5,"[11, 8, 12, 10, 14]"
931_6,"[19, 3, 6, 12, 1]"
931_7,"[10, 13, 4, 11, 16]"
931_8,"[8, 11, 18, 5, 2]"
932_0,"[7, 1, 18, 12, 2]"
932_1,"[18, 6, 15, 8, 5]"
932_2,"[15, 18, 17, 6, 16]"
932_3,"[2, 3, 5, 8, 7]"
932_4,"[16, 1, 10, 15, 12]"
932_5,"[10, 13, 4, 11, 16]"
932_6,"[15, 18, 17, 6, 16]"
932_7,"[9, 17, 12, 13, 15]"
932_8,"[16, 1, 10, 15, 12]"
932_9,"[12, 1, 11, 7, 9]"
932_10,"[11, 8, 12, 10, 14]"
932_11,"[14, 1, 11, 2, 18]"
932_12,"[6, 18, 19, 15, 17]"
933_0,"[18, 6, 15, 8, 5]"
933_1,"[3, 2, 19, 13, 4]"
933_2,"[9, 17, 12, 13, 15]"
933_3,"[11, 8, 12, 10, 14]"
933_4,"[20, 17, 6, 9, 11]"
933_5,"[4, 13, 10, 12, 17]"
934_0,"[13, 10, 1, 4, 18]"
934_1,"[20, 17, 6, 9, 10]"
934_2,"[17, 15, 1, 9, 20]"
934_3,"[1, 14, 7, 12, 13]"
934_4,"[13, 10, 1, 4, 18]"
934_5,"[13, 10, 1, 4, 18]"
934_6,"[12, 1, 11, 7, 9]"
934_7,"[10, 13, 4, 11, 16]"
934_8,"[19, 3, 6, 12, 1]"
935_0,"[5, 18, 2, 8, 1]"
935_1,"[20, 17, 6, 9, 19]"
935_2,"[12, 1, 11, 7, 9]"
935_3,"[11, 8, 12, 10, 14]"
935_4,"[9, 17, 12, 13, 15]"
935_5,"[5, 18, 2, 8, 1]"
935_6,"[14, 1, 11, 2, 18]"
935_7,"[3, 2, 19, 13, 4]"
935_8,"[14, 1, 11, 2, 18]"
935_9,"[20, 17, 6, 9, 18]"
935_10,"[6, 18, 19, 15, 17]"
935_11,"[19, 3, 6, 12, 1]"
935_12,"[20, 17, 6, 9, 16]"
936_0,"[18, 6, 15, 8, 5]"
936_1,"[10, 13, 4, 11, 16]"
936_2,"[20, 17, 6, 9, 10]"
936_3,"[17, 15, 1, 9, 20]"
936_4,"[1, 14, 7, 12, 13]"
936_5,"[18, 6, 15, 8, 5]"
937_0,"[14, 1, 11, 2, 18]"
937_1,"[1, 14, 7, 12, 13]"
937_2,"[16, 1, 10, 15, 12]"
937_3,"[2, 3, 5, 8, 7]"
937_4,"[13, 10, 1, 4, 18]"
937_5,"[6, 18, 19, 15, 17]"
937_6,"[3, 2, 19, 13, 4]"
937_7,"[7, 1, 18, 12, 2]"
937_8,"[4, 13, 10, 12, 17]"
937_9,"[9, 17, 12, 13, 15]"
937_10,"[2, 3, 5, 8, 7]"
938_0,"[19, 3, 6, 12, 1]"
938_1,"[15, 18, 17, 6, 16]"
938_2,"[1, 14, 7, 12, 13]"
938_3,"[2, 3, 5, 8, 7]"
938_4,"[18, 6, 15, 8, 5]"
938_5,"[11, 8, 12, 10, 14]"
938_6,"[2, 3, 5, 8, 7]"
938_7,"[15, 18, 17, 6, 16]"
938_8,"[12, 1, 11, 7, 9]"
939_0,"[1, 14, 7, 12, 13]"
939_1,"[20, 17, 6, 9, 5]"
939_2,"[3, 2, 19, 13, 4]"
939_3,"[11, 8, 12, 10, 14]"
939_4,"[19, 3, 6, 12, 1]"
939_5,"[3, 2, 19, 13, 4]"
939_6,"[19, 3, 6, 12, 1]"
939_7,"[4, 13, 10, 12, 17]"
940_0,"[2, 3, 5, 8, 7]"
940_1,"[7, 1, 18, 12, 2]"
940_2,"[10, 13, 4, 11, 16]"
940_3,"[10, 13, 4, 11, 16]"
940_4,"[14, 1, 11, 2, 18]"
940_5,"[1, 14, 7, 12, 13]"
940_6,"[10, 13, 4, 11, 16]"
940_7,"[11, 8, 12, 10, 14]"
941_0,"[16, 1, 10, 15, 12]"
941_1,"[11, 8, 12, 10, 14]"
941_2,"[5, 18, 2, 8, 1]"
941_3,"[12, 1, 11, 7, 9]"
941_4,"[16, 1, 10, 15, 12]"
941_5,"[8, 11, 18, 5, 2]"
941_6,"[14, 1, 11, 2, 18]"
941_7,"[18, 6, 15, 8, 5]"
941_8,"[18, 6, 15, 8, 5]"
942_0,"[18, 6, 15, 8, 5]"
942_1,"[17, 15, 1, 9, 20]"
942_2,"[13, 10, 1, 4, 18]"
942_3,"[17, 15, 1, 9, 20]"
942_4,"[14, 1, 11, 2, 18]"
942_5,"[6, 18, 19, 15, 17]"
942_6,"[4, 13, 10, 12, 17]"
942_7,"[12, 1, 11, 7, 9]"
942_8,"[7, 1, 18, 12, 2]"
942_9,"[1, 14, 7, 12, 13]"
942_10,"[8, 11, 18, 5, 2]"
942_11,"[10, 13, 4, 11, 16]"
943_0,"[15, 18, 17, 6, 16]"
943_1,"[4, 13, 10, 12, 17]"
943_2,"[2, 3, 5, 8, 7]"
943_3,"[9, 17, 12, 13, 15]"
943_4,"[16, 1, 10, 15, 12]"
943_5,"[9, 17, 12, 13, 15]"
943_6,"[11, 8, 12, 10, 14]"
943_7,"[5, 18, 2, 8, 1]"
943_8,"[3, 2, 19, 13, 4]"
944_0,"[6, 18, 19, 15, 17]"
944_1,"[6, 18, 19, 15, 17]"
944_2,"[1, 14, 7, 12, 13]"
944_3,"[1, 14, 7, 12, 13]"
944_4,"[6, 18, 19, 15, 17]"
944_5,"[13, 10, 1, 4, 18]"
945_0,"[16, 1, 10, 15, 12]"
945_1,"[7, 1, 18, 12, 2]"
945_2,"[18, 6, 15, 8, 5]"
945_3,"[16, 1, 10, 15, 12]"
945_4,"[1, 14, 7, 12, 13]"
945_5,"[13, 10, 1, 4, 18]"
945_6,"[1, 14, 7, 12, 13]"
945_7,"[11, 8, 12, 10, 14]"
945_8,"[10, 13, 4, 11, 16]"
946_0,"[16, 1, 10, 15, 12]"
946_1,"[16, 1, 10, 15, 12]"
946_2,"[17, 15, 1, 9, 20]"
946_3,"[4, 13, 10, 12, 17]"
946_4,"[10, 13, 4, 11, 16]"
946_5,"[5, 18, 2, 8, 1]"
946_6,"[12, 1, 11, 7, 9]"
946_7,"[18, 6, 15, 8, 5]"
946_8,"[8, 11, 18, 5, 2]"
947_0,"[4, 13, 10, 12, 17]"
947_1,"[12, 1, 11, 7, 9]"
947_2,"[7, 1, 18, 12, 2]"
947_3,"[3, 2, 19, 13, 4]"
947_4,"[16, 1, 10, 15, 12]"
947_5,"[9, 17, 12, 13, 15]"
947_6,"[12, 1, 11, 7, 9]"
947_7,"[11, 8, 12, 10, 14]"
947_8,"[15, 18, 17, 6, 16]"
947_9,"[8, 11, 18, 5, 2]"
948_0,"[14, 1, 11, 2, 18]"
948_1,"[8, 11, 18, 5, 2]"
948_2,"[4, 13, 10, 12, 17]"
948_3,"[3, 2, 19, 13, 4]"
948_4,"[19, 3, 6, 12, 1]"
948_5,"[6, 18, 19, 15, 17]"
948_6,"[14, 1, 11, 2, 18]"
948_7,"[11, 8, 12, 10, 14]"
948_8,"[5, 18, 2, 8, 1]"
948_9,"[13, 10, 1, 4, 18]"
948_10,"[3, 2, 19, 13, 4]"
948_11,"[20, 17, 6, 9, 10]"
948_12,"[19, 3, 6, 12, 1]"
948_13,"[15, 18, 17, 6, 16]"
948_14,"[19, 3, 6, 12, 1]"
948_15,"[3, 2, 19, 13, 4]"
948_16,"[7, 1, 18, 12, 2]"
948_17,"[13, 10, 1, 4, 18]"
948_18,"[19, 3, 6, 12, 1]"
949_0,"[19, 3, 6, 12, 1]"
949_1,"[19, 3, 6, 12, 1]"
949_2,"[1, 14, 7, 12, 13]"
949_3,"[4, 13, 10, 12, 17]"
949_4,"[15, 18, 17, 6, 16]"
949_5,"[16, 1, 10, 15, 12]"
949_6,"[5, 18, 2, 8, 1]"
949_7,"[12, 1, 11, 7, 9]"
949_8,"[4, 13, 10, 12, 17]"
949_9,"[1, 14, 7, 12, 13]"
950_0,"[14, 1, 11, 2, 18]"
950_1,"[2, 3, 5, 8, 7]"
950_2,"[4, 13, 10, 12, 17]"
950_3,"[11, 8, 12, 10, 14]"
950_4,"[8, 11, 18, 5, 2]"
950_5,"[4, 13, 10, 12, 17]"
950_6,"[7, 1, 18, 12, 2]"
950_7,"[20, 17, 6, 9, 10]"
950_8,"[15, 18, 17, 6, 16]"
950_9,"[1, 14, 7, 12, 13]"
950_10,"[3, 2, 19, 13, 4]"
950_11,"[16, 1, 10, 15, 12]"
951_0,"[11, 8, 12, 10, 14]"
951_1,"[11, 8, 12, 10, 14]"
951_2,"[13, 10, 1, 4, 18]"
951_3,"[17, 15, 1, 9, 20]"
951_4,"[18, 6, 15, 8, 5]"
951_5,"[8, 11, 18, 5, 2]"
951_6,"[5, 18, 2, 8, 1]"
951_7,"[7, 1, 18, 12, 2]"
952_0,"[14, 1, 11, 2, 18]"
952_1,"[2, 3, 5, 8, 7]"
952_2,"[5, 18, 2, 8, 1]"
952_3,"[2, 3, 5, 8, 7]"
952_4,"[19, 3, 6, 12, 1]"
952_5,"[2, 3, 5, 8, 7]"
952_6,"[5, 18, 2, 8, 1]"
952_7,"[8, 11, 18, 5, 2]"
952_8,"[15, 18, 17, 6, 16]"
952_9,"[2, 3, 5, 8, 7]"
952_10,"[13, 10, 1, 4, 18]"
952_11,"[3, 2, 19, 13, 4]"
953_0,"[15, 18, 17, 6, 16]"
953_1,"[19, 3, 6, 12, 1]"
953_2,"[15, 18, 17, 6, 16]"
953_3,"[10, 13, 4, 11, 16]"
953_4,"[11, 8, 12, 10, 14]"
953_5,"[9, 17, 12, 13, 15]"
953_6,"[16, 1, 10, 15, 12]"
953_7,"[9, 17, 12, 13, 15]"
954_0,"[12, 1, 11, 7, 9]"
954_1,"[20, 17, 6, 9, 2]"
954_2,"[7, 1, 18, 12, 2]"
954_3,"[2, 3, 5, 8, 7]"
954_4,"[6, 18, 19, 15, 17]"
954_5,"[6, 18, 19, 15, 17]"
954_6,"[4, 13, 10, 12, 17]"
955_0,"[4, 13, 10, 12, 17]"
955_1,"[18, 6, 15, 8, 5]"
955_2,"[13, 10, 1, 4, 18]"
955_3,"[7, 1, 18, 12, 2]"
955_4,"[14, 1, 11, 2, 18]"
955_5,"[15, 18, 17, 6, 16]"
955_6,"[11, 8, 12, 10, 14]"
956_0,"[20, 17, 6, 9, 8]"
956_1,"[13, 10, 1, 4, 18]"
956_2,"[13, 8, 10, 1, 4]"
956_3,"[20, 17, 6, 9, 18]"
956_4,"[6, 18, 19, 15, 17]"
956_5,"[13, 10, 1, 4, 18]"
956_6,"[2, 3, 5, 8, 7]"
957_0,"[12, 1, 11, 7, 9]"
957_1,"[15, 18, 17, 6, 16]"
957_2,"[17, 15, 1, 9, 20]"
957_3,"[6, 18, 19, 15, 17]"
957_4,"[19, 3, 6, 12, 1]"
957_5,"[6, 18, 19, 15, 17]"
957_6,"[20, 17, 6, 9, 18]"
957_7,"[6, 18, 19, 15, 17]"
957_8,"[18, 6, 15, 8, 5]"
957_9,"[10, 13, 4, 11, 16]"
957_10,"[9, 17, 12, 13, 15]"
957_11,"[7, 1, 18, 12, 2]"
957_12,"[5, 18, 2, 8, 1]"
957_13,"[4, 13, 10, 12, 17]"
957_14,"[4, 13, 10, 12, 17]"
957_15,"[20, 17, 6, 9, 16]"
957_16,"[7, 1, 18, 12, 2]"
957_17,"[13, 10, 1, 4, 18]"
958_0,"[12, 1, 11, 7, 9]"
958_1,"[7, 1, 18, 12, 2]"
959_0,"[18, 6, 15, 8, 5]"
959_1,"[19, 3, 6, 12, 1]"
959_2,"[5, 18, 2, 8, 1]"
959_3,"[2, 3, 5, 8, 7]"
959_4,"[16, 1, 10, 15, 12]"
959_5,"[5, 18, 2, 8, 1]"
959_6,"[7, 1, 18, 12, 2]"
959_7,"[11, 8, 12, 10, 14]"
959_8,"[8, 11, 18, 5, 2]"
959_9,"[14, 1, 11, 2, 18]"
959_10,"[6, 18, 19, 15, 17]"
959_11,"[13, 10, 1, 4, 18]"
960_0,"[10, 13, 4, 11, 16]"
960_1,"[4, 13, 10, 12, 17]"
960_2,"[12, 1, 11, 7, 9]"
960_3,"[3, 2, 19, 13, 4]"
960_4,"[4, 13, 10, 12, 17]"
960_5,"[16, 1, 10, 15, 12]"
960_6,"[13, 10, 1, 4, 18]"
960_7,"[1, 14, 7, 12, 13]"
960_8,"[17, 15, 1, 9, 20]"
960_9,"[8, 11, 18, 5, 2]"
960_10,"[20, 17, 6, 9, 12]"
961_0,"[3, 2, 19, 13, 4]"
961_1,"[2, 3, 5, 8, 7]"
961_2,"[15, 18, 17, 6, 16]"
961_3,"[19, 3, 6, 12, 1]"
961_4,"[20, 17, 6, 9, 10]"
961_5,"[1, 14, 7, 12, 13]"
961_6,"[11, 8, 12, 10, 14]"
961_7,"[6, 18, 19, 15, 17]"
961_8,"[9, 17, 12, 13, 15]"
961_9,"[19, 3, 6, 12, 1]"
961_10,"[4, 13, 10, 12, 17]"
961_11,"[19, 3, 6, 12, 1]"
961_12,"[8, 11, 18, 5, 2]"
961_13,"[1, 14, 7, 12, 13]"
961_14,"[1, 14, 7, 12, 13]"
961_15,"[13, 10, 1, 4, 18]"
962_0,"[3, 2, 19, 13, 4]"
962_1,"[7, 1, 18, 12, 2]"
962_2,"[2, 3, 5, 8, 7]"
962_3,"[14, 1, 11, 2, 18]"
962_4,"[2, 3, 5, 8, 7]"
962_5,"[2, 3, 5, 8, 7]"
962_6,"[5, 18, 2, 8, 1]"
962_7,"[3, 2, 19, 13, 4]"
962_8,"[13, 10, 1, 4, 18]"
962_9,"[2, 3, 5, 8, 7]"
962_10,"[9, 17, 12, 13, 15]"
962_11,"[17, 15, 1, 9, 20]"
962_12,"[13, 10, 1, 4, 18]"
963_0,"[17, 15, 1, 9, 20]"
963_1,"[5, 18, 2, 8, 1]"
963_2,"[17, 15, 1, 9, 20]"
963_3,"[1, 14, 7, 12, 13]"
963_4,"[2, 3, 5, 8, 7]"
964_0,"[3, 2, 19, 13, 4]"
964_1,"[15, 18, 17, 6, 16]"
964_2,"[19, 3, 6, 12, 1]"
964_3,"[15, 18, 17, 6, 16]"
964_4,"[13, 10, 1, 4, 18]"
964_5,"[18, 6, 15, 8, 5]"
964_6,"[5, 18, 2, 8, 1]"
964_7,"[3, 2, 19, 13, 4]"
964_8,"[2, 3, 5, 8, 7]"
964_9,"[4, 13, 10, 12, 17]"
964_10,"[9, 17, 12, 13, 15]"
965_0,"[15, 18, 17, 6, 16]"
965_1,"[12, 1, 11, 7, 9]"
965_2,"[13, 10, 1, 4, 18]"
965_3,"[7, 1, 18, 12, 2]"
965_4,"[7, 1, 18, 12, 2]"
965_5,"[4, 13, 10, 12, 17]"
965_6,"[17, 15, 1, 9, 20]"
965_7,"[10, 13, 4, 11, 16]"
966_0,"[10, 13, 4, 11, 16]"
966_1,"[5, 18, 2, 8, 1]"
966_2,"[18, 6, 15, 8, 5]"
966_3,"[19, 3, 6, 12, 1]"
966_4,"[18, 6, 15, 8, 5]"
966_5,"[6, 18, 19, 15, 17]"
966_6,"[13, 10, 1, 4, 18]"
966_7,"[6, 18, 19, 15, 17]"
966_8,"[9, 17, 12, 13, 15]"
966_9,"[13, 10, 1, 4, 18]"
966_10,"[1, 14, 7, 12, 13]"
966_11,"[17, 15, 1, 9, 20]"
966_12,"[18, 6, 15, 8, 5]"
967_0,"[4, 13, 10, 12, 17]"
967_1,"[11, 8, 12, 10, 14]"
967_2,"[14, 1, 11, 2, 18]"
967_3,"[12, 1, 11, 7, 9]"
967_4,"[9, 17, 12, 13, 15]"
967_5,"[13, 10, 1, 4, 18]"
967_6,"[3, 2, 19, 13, 4]"
968_0,"[13, 10, 1, 4, 18]"
968_1,"[7, 1, 18, 12, 2]"
968_2,"[18, 6, 15, 8, 5]"
968_3,"[4, 13, 10, 12, 17]"
968_4,"[8, 11, 18, 5, 2]"
968_5,"[1, 14, 7, 12, 13]"
968_6,"[15, 18, 17, 6, 16]"
968_7,"[8, 11, 18, 5, 2]"
969_0,"[14, 1, 11, 2, 18]"
969_1,"[20, 17, 6, 9, 1]"
969_2,"[9, 17, 12, 13, 15]"
969_3,"[3, 2, 19, 13, 4]"
969_4,"[2, 3, 5, 8, 7]"
970_0,"[2, 3, 5, 8, 7]"
970_1,"[8, 11, 18, 5, 2]"
970_2,"[17, 15, 1, 9, 20]"
970_3,"[10, 13, 4, 11, 16]"
970_4,"[5, 18, 2, 8, 1]"
970_5,"[14, 1, 11, 2, 18]"
970_6,"[1, 14, 7, 12, 13]"
970_7,"[15, 18, 17, 6, 16]"
970_8,"[5, 18, 2, 8, 1]"
970_9,"[13, 10, 1, 4, 18]"
970_10,"[18, 6, 15, 8, 5]"
970_11,"[9, 17, 12, 13, 15]"
970_12,"[14, 1, 11, 2, 18]"
970_13,"[6, 18, 19, 15, 17]"
970_14,"[12, 1, 11, 7, 9]"
970_15,"[19, 3, 6, 12, 1]"
970_16,"[14, 1, 11, 2, 18]"
971_0,"[10, 13, 4, 11, 16]"
971_1,"[5, 18, 2, 8, 1]"
971_2,"[17, 15, 1, 9, 20]"
971_3,"[20, 17, 6, 9, 11]"
971_4,"[12, 1, 11, 7, 9]"
971_5,"[19, 3, 6, 12, 1]"
971_6,"[18, 6, 15, 8, 5]"
971_7,"[18, 6, 15, 8, 5]"
971_8,"[7, 1, 18, 12, 2]"
971_9,"[15, 18, 17, 6, 16]"
972_0,"[6, 18, 19, 15, 17]"
972_1,"[6, 18, 19, 15, 17]"
972_2,"[7, 1, 18, 12, 2]"
972_3,"[16, 1, 10, 15, 12]"
972_4,"[3, 2, 19, 13, 4]"
972_5,"[2, 3, 5, 8, 7]"
972_6,"[17, 15, 1, 9, 20]"
972_7,"[15, 18, 17, 6, 16]"
973_0,"[14, 1, 11, 2, 18]"
973_1,"[16, 1, 10, 15, 12]"
973_2,"[9, 17, 12, 13, 15]"
973_3,"[4, 13, 10, 12, 17]"
973_4,"[1, 14, 7, 12, 13]"
973_5,"[18, 6, 15, 8, 5]"
973_6,"[13, 10, 1, 4, 18]"
973_7,"[10, 13, 4, 11, 16]"
973_8,"[11, 8, 12, 10, 14]"
973_9,"[12, 1, 11, 7, 9]"
973_10,"[16, 1, 10, 15, 12]"
973_11,"[8, 11, 18, 5, 2]"
973_12,"[15, 18, 17, 6, 16]"
973_13,"[15, 18, 17, 6, 16]"
974_0,"[13, 10, 1, 4, 18]"
974_1,"[10, 13, 4, 11, 16]"
974_2,"[2, 3, 5, 8, 7]"
974_3,"[11, 8, 12, 10, 14]"
974_4,"[3, 2, 19, 13, 4]"
974_5,"[20, 17, 6, 9, 8]"
974_6,"[8, 11, 18, 5, 2]"
974_7,"[3, 2, 19, 13, 4]"
974_8,"[16, 1, 10, 15, 12]"
975_0,"[11, 8, 12, 10, 14]"
975_1,"[17, 15, 1, 9, 20]"
975_2,"[14, 1, 11, 2, 18]"
975_3,"[2, 3, 5, 8, 7]"
975_4,"[14, 1, 11, 2, 18]"
975_5,"[5, 18, 2, 8, 1]"
975_6,"[17, 15, 1, 9, 20]"
975_7,"[10, 13, 4, 11, 16]"
975_8,"[16, 1, 10, 15, 12]"
975_9,"[1, 14, 7, 12, 13]"
975_10,"[14, 1, 11, 2, 18]"
975_11,"[20, 17, 6, 9, 19]"
975_12,"[11, 8, 12, 10, 14]"
975_13,"[16, 1, 10, 15, 12]"
975_14,"[15, 18, 17, 6, 16]"
975_15,"[5, 18, 2, 8, 1]"
975_16,"[7, 1, 18, 12, 2]"
975_17,"[7, 1, 18, 12, 2]"
975_18,"[18, 6, 15, 8, 5]"
976_0,"[9, 17, 12, 13, 15]"
976_1,"[15, 18, 17, 6, 16]"
976_2,"[18, 6, 15, 8, 5]"
976_3,"[16, 1, 10, 15, 12]"
976_4,"[11, 8, 12, 10, 14]"
976_5,"[8, 11, 18, 5, 2]"
976_6,"[5, 18, 2, 8, 1]"
976_7,"[6, 18, 19, 15, 17]"
977_0,"[2, 3, 5, 8, 7]"
977_1,"[20, 17, 6, 9, 5]"
977_2,"[4, 13, 10, 12, 17]"
977_3,"[18, 6, 15, 8, 5]"
977_4,"[2, 3, 5, 8, 7]"
977_5,"[13, 10, 1, 4, 18]"
977_6,"[4, 13, 10, 12, 17]"
977_7,"[12, 1, 11, 7, 9]"
977_8,"[17, 15, 1, 9, 20]"
977_9,"[2, 3, 5, 8, 7]"
977_10,"[19, 3, 6, 12, 1]"
978_0,"[20, 17, 6, 9, 8]"
978_1,"[8, 11, 18, 5, 2]"
978_2,"[7, 1, 18, 12, 2]"
978_3,"[13, 10, 1, 4, 18]"
978_4,"[18, 6, 15, 8, 5]"
978_5,"[6, 18, 19, 15, 17]"
978_6,"[10, 13, 4, 11, 16]"
978_7,"[17, 15, 1, 9, 20]"
979_0,"[2, 3, 5, 8, 7]"
979_1,"[11, 8, 12, 10, 14]"
979_2,"[4, 13, 10, 12, 17]"
979_3,"[1, 14, 7, 12, 13]"
979_4,"[20, 17, 6, 9, 10]"
979_5,"[9, 17, 12, 13, 15]"
979_6,"[8, 11, 18, 5, 2]"
980_0,"[18, 6, 15, 8, 5]"
980_1,"[5, 18, 2, 8, 1]"
980_2,"[19, 3, 6, 12, 1]"
980_3,"[18, 6, 15, 8, 5]"
980_4,"[2, 3, 5, 8, 7]"
980_5,"[6, 18, 19, 15, 17]"
980_6,"[18, 6, 15, 8, 5]"
980_7,"[2, 3, 5, 8, 7]"
980_8,"[8, 11, 18, 5, 2]"
980_9,"[1, 14, 7, 12, 13]"
980_10,"[5, 18, 2, 8, 1]"
981_0,"[14, 1, 11, 2, 18]"
981_1,"[16, 1, 10, 15, 12]"
981_2,"[4, 13, 10, 12, 17]"
981_3,"[13, 10, 1, 4, 18]"
981_4,"[13, 10, 1, 4, 18]"
981_5,"[4, 13, 10, 12, 17]"
981_6,"[13, 10, 1, 4, 18]"
981_7,"[13, 10, 1, 4, 18]"
982_0,"[3, 2, 19, 13, 4]"
982_1,"[19, 3, 6, 12, 1]"
982_2,"[19, 3, 6, 12, 1]"
982_3,"[4, 13, 10, 12, 17]"
982_4,"[7, 1, 18, 12, 2]"
983_0,"[14, 1, 11, 2, 18]"
983_1,"[20, 17, 6, 9, 4]"
983_2,"[6, 18, 19, 15, 17]"
983_3,"[5, 18, 2, 8, 1]"
983_4,"[20, 17, 6, 9, 3]"
983_5,"[10, 13, 4, 11, 16]"
983_6,"[13, 10, 1, 4, 18]"
983_7,"[20, 17, 6, 9, 19]"
983_8,"[13, 10, 1, 4, 18]"
984_0,"[8, 11, 18, 5, 2]"
984_1,"[19, 3, 6, 12, 1]"
984_2,"[4, 13, 10, 12, 17]"
984_3,"[3, 2, 19, 13, 4]"
984_4,"[12, 1, 11, 7, 9]"
984_5,"[14, 1, 11, 2, 18]"
984_6,"[15, 18, 17, 6, 16]"
984_7,"[17, 15, 1, 9, 20]"
984_8,"[6, 18, 19, 15, 17]"
984_9,"[16, 1, 10, 15, 12]"
984_10,"[20, 17, 6, 9, 1]"
984_11,"[7, 1, 18, 12, 2]"
984_12,"[2, 3, 5, 8, 7]"
985_0,"[1, 14, 7, 12, 13]"
985_1,"[12, 1, 11, 7, 9]"
985_2,"[15, 18, 17, 6, 16]"
985_3,"[3, 2, 19, 13, 4]"
985_4,"[18, 6, 15, 8, 5]"
985_5,"[18, 6, 15, 8, 5]"
985_6,"[4, 13, 10, 12, 17]"
985_7,"[18, 6, 15, 8, 5]"
985_8,"[14, 1, 11, 2, 18]"
985_9,"[4, 13, 10, 12, 17]"
986_0,"[20, 17, 6, 9, 15]"
986_1,"[7, 1, 18, 12, 2]"
986_2,"[16, 1, 10, 15, 12]"
986_3,"[8, 11, 18, 5, 2]"
986_4,"[8, 11, 18, 5, 2]"
986_5,"[5, 18, 2, 8, 1]"
986_6,"[1, 14, 7, 12, 13]"
986_7,"[13, 10, 1, 4, 18]"
986_8,"[6, 18, 19, 15, 17]"
987_0,"[6, 18, 19, 15, 17]"
987_1,"[12, 1, 11, 7, 9]"
987_2,"[10, 13, 4, 11, 16]"
987_3,"[7, 1, 18, 12, 2]"
987_4,"[5, 18, 2, 8, 1]"
987_5,"[17, 15, 1, 9, 20]"
987_6,"[20, 17, 6, 9, 2]"
987_7,"[12, 1, 11, 7, 9]"
987_8,"[15, 18, 17, 6, 16]"
987_9,"[12, 1, 11, 7, 9]"
988_0,"[14, 1, 11, 2, 18]"
988_1,"[12, 1, 11, 7, 9]"
988_2,"[8, 11, 18, 5, 2]"
988_3,"[8, 11, 18, 5, 2]"
988_4,"[15, 18, 17, 6, 16]"
988_5,"[12, 1, 11, 7, 9]"
988_6,"[6, 18, 19, 15, 17]"
988_7,"[16, 1, 10, 15, 12]"
988_8,"[6, 18, 19, 15, 17]"
989_0,"[2, 3, 5, 8, 7]"
989_1,"[2, 3, 5, 8, 7]"
989_2,"[6, 18, 19, 15, 17]"
989_3,"[20, 17, 6, 9, 18]"
989_4,"[9, 17, 12, 13, 15]"
989_5,"[13, 10, 1, 4, 18]"
989_6,"[4, 13, 10, 12, 17]"
989_7,"[1, 14, 7, 12, 13]"
989_8,"[6, 18, 19, 15, 17]"
989_9,"[19, 3, 6, 12, 1]"
989_10,"[13, 10, 1, 4, 18]"
989_11,"[15, 18, 17, 6, 16]"
989_12,"[18, 6, 15, 8, 5]"
989_13,"[17, 15, 1, 9, 20]"
990_0,"[8, 11, 18, 5, 2]"
990_1,"[1, 14, 7, 12, 13]"
990_2,"[17, 15, 1, 9, 20]"
990_3,"[3, 2, 19, 13, 4]"
990_4,"[1, 14, 7, 12, 13]"
990_5,"[5, 18, 2, 8, 1]"
990_6,"[19, 3, 6, 12, 1]"
990_7,"[15, 18, 17, 6, 16]"
990_8,"[11, 8, 12, 10, 14]"
990_9,"[17, 15, 1, 9, 20]"
990_10,"[10, 13, 4, 11, 16]"
990_11,"[11, 8, 12, 10, 14]"
990_12,"[18, 6, 15, 8, 5]"
991_0,"[19, 3, 6, 12, 1]"
991_1,"[19, 3, 6, 12, 1]"
991_2,"[9, 17, 12, 13, 15]"
991_3,"[4, 13, 10, 12, 17]"
